"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Scripts/Content/Story/SVM.d:1649","Steck den Zauber weg!","Přestaň už s těmi kouzly!","","True","SVM_14_StopMagic","",""
"Scripts/Content/Story/SVM.d:1649","Hörst du nicht, steck den Zauber weg!","Slyšel jsi mě! Přestaň s těmi kouzly!","","True","SVM_14_ISaidStopMagic","",""
"Scripts/Content/Story/SVM.d:1651","Was willst du mit der Waffe?","Co chceš s tou zbraní udělat, člověče!","","True","SVM_14_WeaponDown","",""
"Scripts/Content/Story/SVM.d:1651","Steck die Waffe ein!","Dej tu zbraň pryč!","","True","SVM_14_ISaidWeaponDown","",""
"Scripts/Content/Story/SVM.d:1652","Du hast mich im Visier!","Míříš na mě!","","True","SVM_14_WatchYourAim","",""
"Scripts/Content/Story/SVM.d:1653","Würdest du aufhören, auf mich zu zielen!","Tak přestaneš na mě mířit?","","True","SVM_14_WatchYourAimAngry","",""
"Scripts/Content/Story/SVM.d:1654","Pass doch auf!","Pass doch auf!","","True","SVM_14_WhatAreYouDoing","",""
"Scripts/Content/Story/SVM.d:1655","Vergessen wir unsere Meinungsverschiedenheit!","Zapomeňme na tuhle malou neshodu názorů!","","True","SVM_14_LetsForgetOurLittleFight","",""
"Scripts/Content/Story/SVM.d:1656","Lästige Kreatur.","Otravná stvůra.","","True","SVM_14_DieMonster","",""
"Scripts/Content/Story/SVM.d:1657","Nimm es nicht persönlich, dass ich dich töten muss!","Musím tě zabít... Nic osobního, chápeš!","","True","SVM_14_DieMortalEnemy","",""
"Scripts/Content/Story/SVM.d:1658","Das reicht jetzt!","Pro dnešek dost!","","True","SVM_14_NowWait","",""
"Scripts/Content/Story/SVM.d:1659","Du willst doch nicht wieder Ärger?","Už nechceš mít znova problémy, viď?","","True","SVM_14_YouStillNotHaveEnough","",""
"Scripts/Content/Story/SVM.d:1661","Du wolltest es so haben!","Takhle jsi to chtěl!","","True","SVM_14_YouAskedForIt","",""
"Scripts/Content/Story/SVM.d:1663","Du kommst ungebeten!","Nebyl jsi pozvaný!","","True","SVM_14_NowWaitIntruder","",""
"Scripts/Content/Story/SVM.d:1664","Du hast dir etwas von mir geliehen! Jetzt musst du auch dafür bezahlen!","Něco sis ode mě vypůjčil! Teď mi to budeš muset zaplatit!","","True","SVM_14_DirtyThief","",""
"Scripts/Content/Story/SVM.d:1665","Du musst lernen, dich an die Regeln zu halten!","Musíš se naučit dodržovat pravidla!","","True","SVM_14_YouAttackedMyCharge","",""
"Scripts/Content/Story/SVM.d:1666","Du hast jemanden getötet!","Někoho jsi zabil!","","True","SVM_14_YouKilledOneOfUs","",""
"Scripts/Content/Story/SVM.d:1667","Aaargl","Aaargl","","True","SVM_14_Dead","",""
"Scripts/Content/Story/SVM.d:1668","Aargh","Aargh","","True","SVM_14_Aargh_1","",""
"Scripts/Content/Story/SVM.d:1668","Aargh","Aargh","","True","SVM_14_Aargh_2","",""
"Scripts/Content/Story/SVM.d:1669","Aargh","Aargh","","True","SVM_14_Aargh_3","",""
"Scripts/Content/Story/SVM.d:1670","UUAAARRGGGHHH!!!","UUAAARRGGGHHH!!!","","True","SVM_14_Berzerk","",""
"Scripts/Content/Story/SVM.d:1671","Das wirst du noch bereuen!","Toho budeš litovat!","","True","SVM_14_YoullBeSorryForThis","",""
"Scripts/Content/Story/SVM.d:1672","Schon gut, schon gut!","Dobře, dobře!","","True","SVM_14_YesYes","",""
"Scripts/Content/Story/SVM.d:1673","Dieser Herausforderung will ich mich jetzt nicht stellen.","Tuhle výzvu teď nechci přijmout!","","True","SVM_14_ShitWhatAMonster","",""
"Scripts/Content/Story/SVM.d:1674","Ich muss mich meinen Studien widmen!","Potřebuji se vrátit k svým studiím!","","True","SVM_14_Help","",""
"Scripts/Content/Story/SVM.d:1675","Tu das besser nicht noch mal!","Raději už to znova nedělej!","","True","SVM_14_NeverTryThatAgain","",""
"Scripts/Content/Story/SVM.d:1676","Das Silber ist sicher nützlich!","","","False","SVM_14_ITookYourOre","",""
"Scripts/Content/Story/SVM.d:1677","Du hast kein Erz.","Nemáš žádnou rudu!","","True","SVM_14_ShitNoOre","",""
"Scripts/Content/Story/SVM.d:1678","Finger weg!","Finger weg!","","True","SVM_14_HandsOff","",""
"Scripts/Content/Story/SVM.d:1679","Raus hier!","Raus hier!","","True","SVM_14_GetOutOfHere","",""
